Country,Year,Series,Value,Footnotes,Source
Philippines,2010,Domestic general government health expenditure (% of total government expenditure),7.1828,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Philippines,2015,Domestic general government health expenditure (% of total government expenditure),7.2514,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Poland,2000,Current health expenditure (% of GDP),5.2982,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Poland,2005,Current health expenditure (% of GDP),5.8073,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Poland,2010,Current health expenditure (% of GDP),6.4191,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Poland,2015,Current health expenditure (% of GDP),6.3979,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Poland,2000,Domestic general government health expenditure (% of total government expenditure),8.5902,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Poland,2005,Domestic general government health expenditure (% of total government expenditure),8.9635,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Poland,2010,Domestic general government health expenditure (% of total government expenditure),9.9984,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Poland,2015,Domestic general government health expenditure (% of total government expenditure),10.6446,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Portugal,2000,Current health expenditure (% of GDP),8.3748,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Portugal,2005,Current health expenditure (% of GDP),9.4334,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Portugal,2010,Current health expenditure (% of GDP),9.8195,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Portugal,2015,Current health expenditure (% of GDP),8.9718,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Portugal,2000,Domestic general government health expenditure (% of total government expenditure),13.8309,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Portugal,2005,Domestic general government health expenditure (% of total government expenditure),14.3964,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Portugal,2010,Domestic general government health expenditure (% of total government expenditure),13.2127,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Portugal,2015,Domestic general government health expenditure (% of total government expenditure),12.3055,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Korea,2000,Current health expenditure (% of GDP),3.9985,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Korea,2005,Current health expenditure (% of GDP),4.8374,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Korea,2010,Current health expenditure (% of GDP),6.2219,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Korea,2015,Current health expenditure (% of GDP),7.0451,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Korea,2000,Domestic general government health expenditure (% of total government expenditure),8.1432,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Korea,2005,Domestic general government health expenditure (% of total government expenditure),9.3009,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Korea,2010,Domestic general government health expenditure (% of total government expenditure),11.8408,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Korea,2015,Domestic general government health expenditure (% of total government expenditure),12.5041,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Moldova,2000,Current health expenditure (% of GDP),4.9383,Excluding the Transnistria region.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Moldova,2005,Current health expenditure (% of GDP),7.964,Excluding the Transnistria region.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Moldova,2010,Current health expenditure (% of GDP),10.1311,Excluding the Transnistria region.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Moldova,2015,Current health expenditure (% of GDP),8.5576,Excluding the Transnistria region.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Moldova,2000,Domestic general government health expenditure (% of total government expenditure),8.5279,Excluding the Transnistria region.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Moldova,2005,Domestic general government health expenditure (% of total government expenditure),13.5767,Excluding the Transnistria region.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Moldova,2010,Domestic general government health expenditure (% of total government expenditure),13.6269,Excluding the Transnistria region.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Republic of Moldova,2015,Domestic general government health expenditure (% of total government expenditure),12.2147,Excluding the Transnistria region.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Romania,2000,Current health expenditure (% of GDP),4.2088,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Romania,2005,Current health expenditure (% of GDP),5.5278,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Romania,2010,Current health expenditure (% of GDP),5.7691,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Romania,2015,Current health expenditure (% of GDP),4.9427,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Romania,2000,Domestic general government health expenditure (% of total government expenditure),8.6574,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Romania,2005,Domestic general government health expenditure (% of total government expenditure),13.1635,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Romania,2010,Domestic general government health expenditure (% of total government expenditure),11.5254,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Romania,2015,Domestic general government health expenditure (% of total government expenditure),10.6655,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Rwanda,2000,Current health expenditure (% of GDP),4.2635,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Rwanda,2005,Current health expenditure (% of GDP),8.777,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Rwanda,2010,Current health expenditure (% of GDP),8.6442,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Rwanda,2015,Current health expenditure (% of GDP),6.5245,Break in the time series.;Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Rwanda,2000,Domestic general government health expenditure (% of total government expenditure),3.5436,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Rwanda,2005,Domestic general government health expenditure (% of total government expenditure),8.0927,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Rwanda,2010,Domestic general government health expenditure (% of total government expenditure),8.5564,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Rwanda,2015,Domestic general government health expenditure (% of total government expenditure),7.915,Break in the time series.;Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saint Lucia,2000,Current health expenditure (% of GDP),5.4335,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saint Lucia,2005,Current health expenditure (% of GDP),5.4292,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saint Lucia,2010,Current health expenditure (% of GDP),5.3527,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saint Lucia,2015,Current health expenditure (% of GDP),4.8047,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saint Lucia,2000,Domestic general government health expenditure (% of total government expenditure),8.0855,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saint Lucia,2005,Domestic general government health expenditure (% of total government expenditure),6.163,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saint Lucia,2010,Domestic general government health expenditure (% of total government expenditure),6.9811,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saint Lucia,2015,Domestic general government health expenditure (% of total government expenditure),8.4032,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saudi Arabia,2000,Current health expenditure (% of GDP),4.2116,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saudi Arabia,2005,Current health expenditure (% of GDP),3.4187,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saudi Arabia,2010,Current health expenditure (% of GDP),3.6479,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saudi Arabia,2015,Current health expenditure (% of GDP),5.9983,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saudi Arabia,2000,Domestic general government health expenditure (% of total government expenditure),9.1587,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saudi Arabia,2005,Domestic general government health expenditure (% of total government expenditure),8.8039,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saudi Arabia,2010,Domestic general government health expenditure (% of total government expenditure),6.8437,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Saudi Arabia,2015,Domestic general government health expenditure (% of total government expenditure),10.0643,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Senegal,2000,Current health expenditure (% of GDP),3.5693,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Senegal,2005,Current health expenditure (% of GDP),3.6686,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Senegal,2010,Current health expenditure (% of GDP),4.0005,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Senegal,2015,Current health expenditure (% of GDP),4.3826,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Senegal,2000,Domestic general government health expenditure (% of total government expenditure),8.96,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Senegal,2005,Domestic general government health expenditure (% of total government expenditure),8.5451,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Senegal,2010,Domestic general government health expenditure (% of total government expenditure),5.372,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Senegal,2015,Domestic general government health expenditure (% of total government expenditure),4.6948,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Serbia,2000,Current health expenditure (% of GDP),6.5038,Provisional data.;Excluding Kosovo and Metohija.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Serbia,2005,Current health expenditure (% of GDP),8.2838,Provisional data.;Excluding Kosovo and Metohija.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Serbia,2010,Current health expenditure (% of GDP),9.5273,Excluding Kosovo and Metohija.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Serbia,2015,Current health expenditure (% of GDP),8.8193,Excluding Kosovo and Metohija.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Serbia,2000,Domestic general government health expenditure (% of total government expenditure),13.5682,Provisional data.;Excluding Kosovo and Metohija.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Serbia,2005,Domestic general government health expenditure (% of total government expenditure),13.6188,Provisional data.;Excluding Kosovo and Metohija.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Serbia,2010,Domestic general government health expenditure (% of total government expenditure),13.5614,Excluding Kosovo and Metohija.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Serbia,2015,Domestic general government health expenditure (% of total government expenditure),11.918,Excluding Kosovo and Metohija.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Singapore,2000,Current health expenditure (% of GDP),3.3517,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Singapore,2005,Current health expenditure (% of GDP),3.043,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Singapore,2010,Current health expenditure (% of GDP),3.2485,"Provisional data.;Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Singapore,2015,Current health expenditure (% of GDP),4.2045,"Provisional data.;Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Singapore,2000,Domestic general government health expenditure (% of total government expenditure),6.6762,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Singapore,2005,Domestic general government health expenditure (% of total government expenditure),6.9123,"Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Singapore,2010,Domestic general government health expenditure (% of total government expenditure),7.5421,"Provisional data.;Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Singapore,2015,Domestic general government health expenditure (% of total government expenditure),11.1498,"Provisional data.;Data refer to fiscal years beginning 1 April.;Medisave is classified as Social insurance scheme, considering that it is a compulsory payment.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovakia,2000,Current health expenditure (% of GDP),5.3126,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovakia,2005,Current health expenditure (% of GDP),6.5979,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovakia,2010,Current health expenditure (% of GDP),7.8011,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovakia,2015,Current health expenditure (% of GDP),6.8466,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovakia,2000,Domestic general government health expenditure (% of total government expenditure),9.0325,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovakia,2005,Domestic general government health expenditure (% of total government expenditure),12.3358,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovakia,2010,Domestic general government health expenditure (% of total government expenditure),13.2513,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovakia,2015,Domestic general government health expenditure (% of total government expenditure),11.9725,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovenia,2000,Current health expenditure (% of GDP),7.7839,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovenia,2005,Current health expenditure (% of GDP),7.965,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovenia,2010,Current health expenditure (% of GDP),8.5914,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovenia,2015,Current health expenditure (% of GDP),8.4959,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovenia,2000,Domestic general government health expenditure (% of total government expenditure),12.0435,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovenia,2005,Domestic general government health expenditure (% of total government expenditure),12.8077,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovenia,2010,Domestic general government health expenditure (% of total government expenditure),12.6214,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Slovenia,2015,Domestic general government health expenditure (% of total government expenditure),12.7044,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Solomon Islands,2000,Current health expenditure (% of GDP),5.2535,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Solomon Islands,2005,Current health expenditure (% of GDP),10.1419,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Solomon Islands,2010,Current health expenditure (% of GDP),7.2579,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Solomon Islands,2015,Current health expenditure (% of GDP),5.2487,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Solomon Islands,2000,Domestic general government health expenditure (% of total government expenditure),23.1074,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Solomon Islands,2005,Domestic general government health expenditure (% of total government expenditure),19.9525,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Solomon Islands,2010,Domestic general government health expenditure (% of total government expenditure),7.5489,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Solomon Islands,2015,Domestic general government health expenditure (% of total government expenditure),7.3026,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
South Africa,2000,Current health expenditure (% of GDP),7.4374,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
South Africa,2005,Current health expenditure (% of GDP),6.7057,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
South Africa,2010,Current health expenditure (% of GDP),7.4154,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
South Africa,2015,Current health expenditure (% of GDP),8.2009,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
South Africa,2000,Domestic general government health expenditure (% of total government expenditure),10.8566,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
South Africa,2005,Domestic general government health expenditure (% of total government expenditure),9.7736,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
South Africa,2010,Domestic general government health expenditure (% of total government expenditure),12.4453,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
South Africa,2015,Domestic general government health expenditure (% of total government expenditure),13.3386,Data refer to fiscal years beginning 1 April.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Spain,2000,Current health expenditure (% of GDP),6.8161,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Spain,2005,Current health expenditure (% of GDP),7.6729,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Spain,2010,Current health expenditure (% of GDP),9.0113,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Spain,2015,Current health expenditure (% of GDP),9.1092,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Spain,2000,Domestic general government health expenditure (% of total government expenditure),12.4177,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Spain,2005,Domestic general government health expenditure (% of total government expenditure),14.39,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Spain,2010,Domestic general government health expenditure (% of total government expenditure),14.7631,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Spain,2015,Domestic general government health expenditure (% of total government expenditure),14.8373,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sri Lanka,2000,Current health expenditure (% of GDP),4.2465,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sri Lanka,2005,Current health expenditure (% of GDP),4.0097,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sri Lanka,2010,Current health expenditure (% of GDP),3.8675,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sri Lanka,2015,Current health expenditure (% of GDP),3.8899,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sri Lanka,2000,Domestic general government health expenditure (% of total government expenditure),10.1379,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sri Lanka,2005,Domestic general government health expenditure (% of total government expenditure),10.1359,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sri Lanka,2010,Domestic general government health expenditure (% of total government expenditure),7.8348,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sri Lanka,2015,Domestic general government health expenditure (% of total government expenditure),8.4013,Break in the time series.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sudan,2000,Current health expenditure (% of GDP),3.6066,Provisional data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sudan,2005,Current health expenditure (% of GDP),4.0942,Provisional data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sudan,2010,Current health expenditure (% of GDP),5.0581,Provisional data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sudan,2015,Current health expenditure (% of GDP),7.1828,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sudan,2000,Domestic general government health expenditure (% of total government expenditure),11.7748,Provisional data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sudan,2005,Domestic general government health expenditure (% of total government expenditure),8.0995,Provisional data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sudan,2010,Domestic general government health expenditure (% of total government expenditure),9.488,Provisional data.;Including South Sudan.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sudan,2015,Domestic general government health expenditure (% of total government expenditure),18.2868,Provisional data.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Suriname,2000,Current health expenditure (% of GDP),6.2848,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Suriname,2005,Current health expenditure (% of GDP),5.615,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Suriname,2010,Current health expenditure (% of GDP),5.0304,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Suriname,2015,Current health expenditure (% of GDP),6.2193,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Suriname,2000,Domestic general government health expenditure (% of total government expenditure),11.6487,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Suriname,2005,Domestic general government health expenditure (% of total government expenditure),11.9373,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Suriname,2010,Domestic general government health expenditure (% of total government expenditure),8.5614,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Suriname,2015,Domestic general government health expenditure (% of total government expenditure),10.5244,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sweden,2000,Current health expenditure (% of GDP),7.4023,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sweden,2005,Current health expenditure (% of GDP),8.2679,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sweden,2010,Current health expenditure (% of GDP),8.4772,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sweden,2015,Current health expenditure (% of GDP),11.0037,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sweden,2000,Domestic general government health expenditure (% of total government expenditure),11.7354,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sweden,2005,Domestic general government health expenditure (% of total government expenditure),12.9215,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sweden,2010,Domestic general government health expenditure (% of total government expenditure),13.6754,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Sweden,2015,Domestic general government health expenditure (% of total government expenditure),18.4752,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Switzerland,2000,Current health expenditure (% of GDP),9.8436,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Switzerland,2005,Current health expenditure (% of GDP),10.822,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Switzerland,2010,Current health expenditure (% of GDP),10.6985,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Switzerland,2015,Current health expenditure (% of GDP),11.8843,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Switzerland,2000,Domestic general government health expenditure (% of total government expenditure),8.1604,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Switzerland,2005,Domestic general government health expenditure (% of total government expenditure),9.6505,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Switzerland,2010,Domestic general government health expenditure (% of total government expenditure),10.0897,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Switzerland,2015,Domestic general government health expenditure (% of total government expenditure),10.6352,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Thailand,2000,Current health expenditure (% of GDP),3.1013,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
Thailand,2005,Current health expenditure (% of GDP),3.1597,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2020."
